#START7777
#--------------------------------------------------------------------------------------------------
#  CH_LOW : 하층 운고(m) : 7620m 이면 구름없음
#  CH_MID : 중층 운고(m)
#  CH_TOP : 상층 운고(m)
#  CA_TOT : 전운량(%)
#--------------------------------------------------------------------------------------------------
# YYMMDDHHMI,  STN,        LON.,       LAT., CH_LOW,CH_MID,CH_TOP,CA_TOT,=
#        KST,   ID,       (deg),      (deg),    (m),   (m),   (m),   1/8,=
202412150609,   90,128.56472778, 38.25085068,  1648,  7620,  7620, 7.0,=
202412150609,   93,127.75443268, 37.94738007,   579,   944,  7620, 7.0,=
202412150609,   95,127.30419922, 38.14786911,   883,  7620,  7620, 2.0,=
202412150609,   98,127.06069946, 37.90187836,  7620,  7620,  7620, 0.0,=
202412150609,   99,126.76647949, 37.88589096,  7620,  7620,  7620, 0.0,=
202412150609,  100,128.71833801, 37.67713165,   853,  7620,  7620, 8.0,=
202412150609,  102,124.71237183, 37.97396088,  1310,  7620,  7620, 8.0,=
202412150609,  104,128.85534668, 37.80456161,  7620,  7620,  7620, 0.0,=
202412150609,  105,128.89099121, 37.75146866,  7620,  7620,  7620, 5.0,=
202412150609,  106,129.12432861, 37.50709152,  1573,  7620,  7620, 1.0,=
202412150609,  108,126.96579742, 37.57141876,  7620,  7620,  7620, 3.0,=
202412150609,  112,126.62490082, 37.47771835,  1743,  7620,  7620, 2.0,=
202412150609,  114,127.94658661, 37.33749008,   896,  2017,  7620, 7.0,=
202412150609,  115,130.89863586, 37.48128891,  1335,  7620,  7620, 7.0,=
202412150609,  119,126.98300171, 37.25746155,  1929,  7620,  7620, 3.0,=
202412150609,  121,128.45742798, 37.18125916,  1158,  1920,  7620, 5.0,=
202412150609,  127,127.95249939, 36.97045135,   923,  7620,  7620, 5.0,=
202412150609,  129,126.49389648, 36.77658081,   661,  7620,  7620, 5.0,=
202412150609,  130,129.41278076, 36.99176025,  7620,  7620,  7620, 1.0,=
202412150609,  131,127.44065857, 36.63924026,   182,   487,  1066, 8.0,=
202412150609,  133,127.37210083, 36.37199020,   682,  1117,  7620, 6.0,=
202412150609,  135,127.99458313, 36.22024918,   396,  7620,  7620, 8.0,=
202412150609,  136,128.70733643, 36.57292938,  1341,  7620,  7620, 8.0,=
202412150609,  137,128.15740967, 36.40837097,   548,   670,  7620, 6.0,=
