#START7777
#--------------------------------------------------------------------------------------------------
#  S     : 장비구분 (1:안개관측망(먼저 설치), 2:첨단화장비)
#  VIS1  : 1분 평균 시정(m)  : 샘플링은 1초간격(첨단화)
#  VIS10 : 10분 평균 시정(m) : 안개관측망에서만 있음
#  WW1   : 1분 순간 현천(코드)  : 샘플링은 1초간격(첨단화)
#  WW15  : 15분 평균 현천(코드) : 안개관측망에서만 있음
#--------------------------------------------------------------------------------------------------
# 현천코드 : 0~2(맑음), 4(연무), 10(박무), 30(안개), 40~42(비), 50~59(안개비), 60~68(비), 71~76(눈)
#--------------------------------------------------------------------------------------------------
# YYMMDDHHMI,STN, LON., LAT.,S,VIS1,VIS10,WW1,WW15,=
#        KST, ID,(deg),(deg), , (m),  (m),   ,    ,=
202412151919,  669,126.07582855, 36.22919846,2, 50000,  -999,     0,  -999,=
202412151919,  670,128.62954712, 38.08874130,2, 50000,  -999,     0,  -999,=
202412151919,  671,128.59359741, 38.19091034,2, 39896,  -999,     0,  -999,=
202412151919,  699,126.46108246, 34.98377991,2, 39790,  -999,     0,  -999,=
202412151919,  701,127.66835022, 36.00167847,2, 15715,  -999,     0,  -999,=
202412151919,  702,126.99252319, 35.93806839,2, 50000,  -999,  -999,  -999,=
202412151919,  703,127.43743134, 35.76036072,2, 35409,  -999,     0,  -999,=
202412151919,  704,126.47754669, 35.62094879,2, 28417,  -999,     0,  -999,=
202412151919,  706,126.97265625, 35.31021118,2, 20633,  -999,     0,  -999,=
202412151919,  708,126.74523926, 35.12886047,2, 29714,  -999,     0,  -999,=
202412151919,  709,127.49355316, 35.20808029,2, 35525,  -999,     0,  -999,=
202412151919,  710,126.74397278, 35.02503967,2, 34936,  -999,     0,  -999,=
202412151919,  711,126.98979950, 34.89710999,2, 33300,  -999,     0,  -999,=
202412151919,  712,127.51927185, 34.90351105,2, 18897,  -999,     0,  -999,=
202412151919,  718,126.03646088, 34.33303070,2, 29440,  -999,     0,  -999,=
202412151919,  719,126.39769745, 35.80879974,2, 45300,  -999,     0,  -999,=
202412151919,  723,127.30898285, 34.02791977,2, 25110,  -999,     0,  -999,=
202412151919,  724,126.30156708, 33.95782852,2, 20792,  -999,     0,  -999,=
202412151919,  727,126.39292908, 33.40985870,2, 20105,  -999,     0,  -999,=
202412151919,  730,126.76110077, 35.27939987,2, 24560,  -999,     0,  -999,=
202412151919,  731,126.68634033, 34.81666183,2, 29358,  -999,     0,  -999,=
202412151919,  732,127.09208679, 34.76192093,2, 44622,  -999,     0,  -999,=
202412151919,  733,126.89170074, 36.04610062,2, 18080,  -999,     0,  -999,=
202412151919,  734,127.24572754, 35.98551178,2,  6158,  -999,     0,  -999,=
202412151919,  736,126.78401184, 35.84679031,2, 50000,  -999,     0,  -999,=
202412151919,  737,126.87764740, 35.80905151,2, 28387,  -999,     0,  -999,=
202412151919,  738,126.67388153, 35.57947922,2, 20000,  -999,  -997,  -999,=
202412151919,  741,126.98515320, 35.05670929,2, 28970,  -999,     0,  -999,=
202412151919,  748,127.36309814, 34.83694077,2, 39543,  -999,     0,  -999,=
202412151919,  749,127.12715149, 34.53470993,2, 47250,  -999,     0,  -999,=
202412151919,  751,126.69380188, 33.47930145,2, 50000,  -999,  -997,  -999,=
202412151919,  752,126.30599213, 33.30456161,2, 50000,  -999,     0,  -999,=
202412151919,  753,126.49590302, 33.39303970,2, 30010,  -999,     0,  -999,=
202412151919,  754,126.52732086, 35.06037140,2, 42549,  -999,     0,  -999,=
202412151919,  756,126.28199005, 35.60152054,2, 22048,  -999,     0,  -999,=
202412151919,  757,127.43595886, 35.97436142,2, 39780,  -999,     0,  -999,=
202412151919,  762,127.12610626, 35.51977921,2, 34590,  -999,     0,  -999,=
202412151919,  765,127.13448334, 34.89234161,2, 29736,  -999,     0,  -999,=
202412151919,  767,127.39745331, 34.58853149,2, 26517,  -999,     0,  -999,=
202412151919,  768,127.28530884, 35.28886032,2, 17111,  -999,     0,  -999,=
202412151919,  769,126.38336182, 35.19932175,2, 42980,  -999,     0,  -999,=
202412151919,  771,126.14463043, 34.72692871,2, 50000,  -999,     0,  -999,=
202412151919,  773,126.63593292, 34.70849991,2, 44710,  -999,     0,  -999,=
202412151919,  775,126.63538361, 35.17770004,2, 21027,  -999,     0,  -999,=
202412151919,  779,126.25808716, 33.39268112,2, 45070,  -999,  -997,  -999,=
202412151919,  780,126.70437622, 33.27717972,2, 19158,  -999,  -997,  -999,=
202412151919,  781,126.87770081, 33.51990128,2,  8855,  -999,     4,  -999,=
202412151919,  782,126.61940002, 33.38513947,2, 18145,  -999,     0,  -999,=
202412151919,  789,126.29290009, 34.87643051,2, 23429,  -999,     0,  -999,=
202412151919,  800,129.44367981, 36.72565842,2, 50000,  -999,     0,  -999,=
202412151919,  801,129.08799744, 36.62496948,2, 37901,  -999,     0,  -999,=
202412151919,  804,129.33920288, 36.19055939,2, 50000,  -999,     0,  -999,=
202412151919,  810,128.29850769, 35.92552948,2, 33304,  -999,     0,  -999,=
202412151919,  811,129.20928955, 35.86299133,2, 33605,  -999,     0,  -999,=
202412151919,  812,128.28213501, 35.69602966,2, 33227,  -999,     0,  -999,=
202412151919,  813,128.73182678, 35.65404129,2, 42171,  -999,     0,  -999,=
202412151919,  815,128.46461487, 36.65996170,2, 50000,  -999,     0,  -999,=
202412151919,  817,129.22123718, 36.78268051,2, 33020,  -999,     0,  -999,=
202412151919,  822,128.10165405, 36.08127975,2, 45613,  -999,     0,  -999,=
202412151919,  823,128.55577087, 36.24934006,2, 35893,  -999,     0,  -999,=
202412151919,  825,128.38130188, 36.03976822,2, 39531,  -999,     0,  -999,=
202412151919,  827,128.74299622, 35.82424927,2, 30660,  -999,     0,  -999,=
202412151919,  828,128.42384338, 35.69018173,2, 38274,  -999,     0,  -999,=
202412151919,  832,128.42854309, 36.39065933,2, 13710,  -999,     0,  -999,=
202412151919,  834,127.94422150, 36.44123077,2, 35290,  -999,     0,  -999,=
202412151919,  836,128.89601135, 36.27943039,2, 36015,  -999,     0,  -999,=
202412151919,  844,129.35859680, 36.43550873,2, 31841,  -999,     0,  -999,=
202412151919,  850,129.49061584, 35.78470993,2, 26292,  -999,     0,  -999,=
202412151919,  862,126.77919006, 33.47055054,2, 28191,  -999,     0,  -999,=
202412151919,  876,129.16213989, 37.45003128,2, 50000,  -999,     0,  -999,=
202412151919,  877,127.80486298, 37.31338882,2, 50000,  -999,     0,  -999,=
202412151919,  898,129.38600159, 35.50482178,2, 47620,  -999,     0,  -999,=
202412151919,  899,128.58215332, 35.22354126,2, 50000,  -999,     0,  -999,=
202412151919,  900,129.14355469, 35.62026978,2, 22758,  -999,     0,  -999,=
202412151919,  901,129.43530273, 35.48677826,2, 40200,  -999,     0,  -999,=
202412151919,  907,128.06312561, 34.93210983,2, 40056,  -999,     0,  -999,=
202412151919,  908,128.75369263, 35.11220932,2, 50000,  -999,     0,  -999,=
202412151919,  909,128.73825073, 34.78773880,2, 16467,  -999,     0,  -999,=
202412151919,  911,128.57714844, 34.64892960,2, 14913,  -999,     0,  -999,=
202412151919,  912,127.77835846, 35.52627182,2, 38424,  -999,     0,  -999,=
202412151919,  915,128.10177612, 35.41352844,2, 43386,  -999,     0,  -999,=
202412151919,  917,128.06767273, 35.03694153,2, 13433,  -999,     0,  -999,=
202412151919,  918,128.33088684, 34.99052048,2, 33491,  -999,     0,  -999,=
202412151919,  919,128.47668457, 35.55141830,2, 17177,  -999,     0,  -999,=
202412151919,  920,128.39941406, 35.29613113,2, 50000,  -999,     0,  -999,=
202412151919,  921,128.83140564, 34.99308014,2, 17898,  -999,     0,  -999,=
202412151919,  923,129.25112915, 35.27505112,2, 50000,  -999,     0,  -999,=
202412151919,  924,129.36027527, 35.35866165,2, 33380,  -999,     0,  -999,=
202412151919,  932,127.76663971, 35.06058121,2, 21884,  -999,    13,  -999,=
202412151919,  940,129.09013367, 35.20914078,2, 50000,  -999,     0,  -999,=
202412151919,  946,127.81826019, 35.77999878,2, 30841,  -999,     0,  -999,=
202412151919,  982,129.16026306, 35.15904999,2, 50000,  -999,     0,  -999,=
202412151919,  983,129.09179688, 35.05242920,2, 44640,  -999,    40,  -999,=
#7777END
