#START7777
#--------------------------------------------------------------------------------------------------
#  CH_LOW : 하층 운고(m) : 7620m 이면 구름없음
#  CH_MID : 중층 운고(m)
#  CH_TOP : 상층 운고(m)
#  CA_TOT : 전운량(%)
#--------------------------------------------------------------------------------------------------
# YYMMDDHHMI,  STN,        LON.,       LAT., CH_LOW,CH_MID,CH_TOP,CA_TOT,=
#        KST,   ID,       (deg),      (deg),    (m),   (m),   (m),   1/8,=
202412151919,  276,129.04005432, 36.43510056,  7620,  7620,  7620, 0.0,=
202412151919,  277,129.40925598, 36.53337097,  7620,  7620,  7620, 3.0,=
202412151919,  278,128.68864441, 36.35609818,  1195,  7620,  7620, 4.0,=
202412151919,  279,128.32055664, 36.13055038,  1219,  7620,  7620, 7.0,=
202412151919,  281,128.95140076, 35.97742081,  1171,  7620,  7620, 8.0,=
202412151919,  283,129.20123291, 35.81747055,  7620,  7620,  7620, 4.0,=
202412151919,  284,127.90989685, 35.66738892,  1438,  7620,  7620, 6.0,=
202412151919,  285,128.16993713, 35.56504822,  1489,  7620,  7620, 8.0,=
202412151919,  288,128.74412537, 35.49147034,  1889,  7620,  7620, 7.0,=
202412151919,  289,127.87909698, 35.41299820,  1223,  5372,  7620, 8.0,=
202412151919,  294,128.60458374, 34.88817978,  1524,  7620,  7620, 8.0,=
202412151919,  295,127.92640686, 34.81661987,  1443,  6482,  7620, 8.0,=
202412151919,  296,128.96023560, 35.21778107,  1762,  7620,  7620, 7.0,=
#7777END
