STN_ID,STN_KO,STN_SP,LON,LAT,HT,FCT_ID,WRN_ID
763,여산,01111000,127.062,36.0592,38.0,11F10202,L1061100
764,신덕,01111000,127.14143,35.67359,211.79,11F10402,L1060900
765,복내,01111000,127.13448,34.89234,109.9,11F20404,L1050900
766,여수산단,01111000,127.71496,34.84946,78.86,11F20401,L1051000
767,포두,01111000,127.39745,34.58853,3.72,11F20403,L1050800
768,곡성,01111000,127.28531,35.28886,100.48,11F20602,L1050400
769,염산,01111000,126.38336,35.19932,5.4,21F20102,L1052000
770,다도,01111000,126.82001,34.92863,99.0,11F20503,L1050200
771,안좌,01111000,126.14463,34.72693,3.36,21F20803,L1052200
772,수유,01111000,126.23964,34.53208,1.35,21F20201,L1052300
773,학산,01111000,126.63593,34.7085,72.11,21F20802,L1051700
774,전남도청,01111000,126.46618,34.81747,11.17,21F20804,L1051800
775,월야,01111000,126.63538,35.1777,35.38,21F20101,L1051900
776,현산,01111000,126.5571,34.45996,17.0,11F20302,L1051500
777,관산,01111000,126.93462,34.55633,37.1,11F20304,L1051300
778,유치,01111000,126.8218,34.79594,96.16,11F20304,L1051300
779,한림,01110000,126.25809,33.39268,38.79,11G00500,L1090600
780,제주남원,01110000,126.70438,33.27718,25.86,11G00400,L1090900
781,구좌,01110000,126.8777,33.5199,17.18,11G00100,L1090800
782,성판악,01110000,126.6194,33.38514,760.47,11G00300,L1090500
783,과기원,01111000,126.84077,35.23027,30.59,11F20501,L1050100
784,시종,01111000,126.61258,34.87718,22.08,21F20802,L1051700
785,북일,01111000,126.6763,34.46383,13.04,11F20302,L1051500
786,돌산,01111000,127.77409,34.63811,17.0,11F20401,L1051000
787,도화,01111000,127.31716,34.50672,12.3,11F20403,L1050800
788,풍암,01111000,126.88132,35.13159,64.98,11F20501,L1050100
789,압해도,01111000,126.2929,34.87643,8.91,21F20803,L1052200
790,나로도,01111000,127.46735,34.53258,135.19,11F20403,L1050800
791,피아골,01111000,127.58376,35.26621,410.15,11F20601,L1050500
792,표선,01111000,126.81682,33.3536,80.47,11G00100,L1090800
793,대정,01111000,126.22626,33.24101,2.64,11G00500,L1090600
794,황전,01111000,127.42739,35.10066,75.99,11F20603,L1051200
795,옥과,01111000,127.13899,35.27532,86.65,11F20602,L1050400
796,초도,01111000,127.24476,34.23775,37.52,11F20401,L1051000
797,하태도,01111000,125.29953,34.39498,35.63,11F20701,L1052400
798,홍도,01111000,125.19236,34.68551,23.21,11F20700,11F20700
799,낙월도,01111000,126.13494,35.20198,19.46,21F20102,L1052000
800,평해,01111000,129.44368,36.72566,6.43,11H10101,L1072310
801,영양,01110000,129.088,36.62497,217.0,11H10403,L1071910
802,온정,01111000,129.34008,36.75743,142.31,11H10101,L1072310
803,옥산,01111000,128.81147,36.3947,219.79,11H10502,L1071700
804,청하,01111000,129.33921,36.19056,37.23,11H10201,L1072400
805,죽장,01111000,129.09434,36.17929,227.04,11H10201,L1072400
806,선산,01111000,128.2903,36.23336,41.05,11H10602,L1070300
807,의흥,01111000,128.69318,36.17966,114.26,11H10707,L1070200
808,호미곶,01110000,129.56673,36.07597,11.41,11H10201,L1072400
809,대덕,01111000,127.97919,35.93544,205.1,11H10601,L1071100
810,성주,01111000,128.2985,35.92552,39.43,11H10605,L1070900
811,황성,01211000,129.20929,35.86299,32.36,11H10202,L1072500
812,고령,01110000,128.28214,35.69603,41.19,11H10604,L1070800
813,청도,01111000,128.73183,35.65404,77.53,11H10704,L1070700
814,부석,01111000,128.66103,36.97916,302.79,11H10401,L1071600
815,예천,01111000,128.46461,36.65996,102.13,11H10303,L1071400
816,구룡포,01111000,129.5475,35.9831,42.37,11H10201,L1072400
817,수비,01111000,129.22121,36.78267,381.39,11H10800,L1071920
818,마성,01111000,128.14792,36.70781,217.28,11H10301,L1071300
819,예안,01111000,128.88641,36.65875,203.21,11H10501,L1071500
820,하회,01111000,128.52665,36.54819,75.76,11H10501,L1071500
821,공성,01111000,128.07393,36.28187,91.11,11H10302,L1071200
822,김천,01111000,128.1552,36.11987,79.24,11H10601,L1071100
823,군위,01111000,128.55577,36.24934,81.56,11H10707,L1070200
824,가산,01111000,128.50008,36.0956,114.95,11H10600,L1071000
825,칠곡,01111000,128.3813,36.03977,29.79,11H10600,L1071000
826,신녕,01111000,128.79003,36.04709,130.98,11H10702,L1070400
827,경산,01111000,128.743,35.82425,61.21,11H10703,L1070500
828,달성,01111000,128.42384,35.69018,24.93,11H10701,L1070100
829,외동,01111000,129.31815,35.71214,72.92,11H10202,L1072500
830,기계,01111000,129.19957,36.06887,45.06,11H10201,L1072400
831,석포,01110000,128.99708,37.04012,663.05,11H10800,L1072020
832,단북,01111000,128.42855,36.39066,67.0,11H10502,L1071700
833,은척,01111000,128.04189,36.53829,174.74,11H10302,L1071200
834,화서,01111000,127.9442,36.44122,284.66,11H10302,L1071200
835,봉화읍,01111000,128.71601,36.89316,185.0,11H10402,L1072010
836,현서,01111000,128.89601,36.27943,316.4,11H10503,L1071800
837,이산,01111000,128.6429,36.8268,187.18,11H10401,L1071600
838,동로,01111000,128.27046,36.79066,451.67,11H10301,L1071300
839,길안,01111000,128.89544,36.45834,129.33,11H10501,L1071500
840,하양,01111000,128.8144,35.9126,71.0,11H10703,L1070500
841,화북,01111000,128.91106,36.08494,138.88,11H10702,L1070400
842,산내,01111000,129.011,35.7576,170.66,11H10202,L1072500
843,금강송,01111000,129.25013,36.93611,219.97,11H10800,L1072310
844,영덕읍,01111000,129.35859,36.43551,22.38,11H10102,L1072200
845,대구북구,01111000,128.59068,35.90842,30.18,11H10701,L1070100
846,대구서구,01111000,128.53095,35.86509,76.37,11H10701,L1070100
847,소보,01111000,128.46637,36.27623,70.41,11H10707,L1070200
848,청도금천,01111000,128.89534,35.67916,104.4,11H10704,L1070700
849,지보,01111000,128.3871,36.54689,85.04,11H10303,L1071400
850,감포,01110000,129.49062,35.78471,6.67,11H10202,L1072500
851,소곡,01111000,129.35206,37.05137,79.82,11H10101,L1072310
852,죽변,01111000,129.426,37.0606,41.0,11H10101,L1072310
853,팔공산,01111000,128.62129,36.01827,568.37,11H10600,L1071000
854,삼동,01111000,129.13565,35.49529,166.84,11H20101,L1082900
855,가파도,01111000,126.26833,33.1733,4.25,11G00500,L1090600
856,광양백운산,01111000,127.59815,35.1018,514.84,11F20402,L1051100
857,완도읍,01111000,126.71737,34.29995,8.46,11F20301,L1051600
858,지산,01110000,126.17006,34.42956,34.67,21F20204,21F20204
859,토함산,01111000,129.36873,35.7549,475.0,11H10202,L1072500
860,신암,01111000,128.61903,35.88515,58.81,11H10701,L1070100
861,제주김녕,01111000,126.77295,33.55563,21.0,11G00100,L1090800
862,송당,01111000,126.77919,33.47056,196.63,11G00900,11G00900
863,외도,01111000,126.43165,33.47688,52.65,11G00200,L1090700
864,완산,01211110,127.15497,35.82149,54.51,11F10201,L1061300
865,오등,01111000,126.52202,33.45766,233.9,11G00901,L1091100
867,삼각봉,01111000,126.53049,33.37694,1503.33,11G00300,L1090500
868,사제비,01111000,126.49802,33.37598,1397.53,11G00300,L1090500
869,영실,11111000,126.4964,33.34832,1260.2,11G00300,L1090500
870,진달래밭,11111000,126.55571,33.36978,1488.56,11G00300,L1090500
871,윗세오름,11111000,126.51811,33.3623,1675.81,11G00300,L1090500
872,지리산,11111000,127.75642,35.31924,869.44,11H20703,L1081600
874,동송,01111000,127.21965,38.14163,163.22,11D10101,------
875,설악산,01111000,128.4606,38.1211,1595.71,11D20100,------
876,삼척,01111000,129.16214,37.45003,57.07,11D20602,------
877,문막,01111000,127.80486,37.31339,59.23,11D10401,------
878,도계,11110000,129.09609,37.22379,817.04,11D20300,------
881,새만금,01111000,126.52885,35.72945,10.49,21F10602,L1060200
882,상무대,01111000,126.60423,35.25179,106.65,11F20502,L1050600
883,새별오름,01111000,126.35989,33.36233,435.0,11G00901,L1091100
885,한남,01111000,126.67846,33.33143,244.29,11G01000,11G01000
886,군산산단,01111000,126.59117,35.95048,5.79,21F10501,L1060300
888,청남대,01110000,127.49074,36.46267,96.8,11C10301,L1040100
889,현충원,01111000,126.97652,37.50036,16.23,11B10101,L1010100
890,제주가시리,01111000,126.73362,33.38535,275.2,11G01001,L1091200
892,성산수산,01111000,126.85127,33.45011,102.47,11G00100,L1090800
893,애월,01111000,126.32745,33.46592,5.24,11G00200,L1090700
896,군포금정,W0000000,126.93534,37.36148,84.71,11B20610,L1012600
897,의왕이동,W0000000,126.96884,37.34452,80.4,11B20609,L1012700
898,장생포,11111000,129.386,35.50482,1.57,11H20101,L1082900
899,마산회원,11111000,128.58215,35.22354,33.3,11H20301,L1080600
900,두서,01111000,129.14356,35.62027,117.49,11H20101,L1082900
901,울기,01111000,129.43531,35.48678,67.64,11H20101,L1082900
902,시천,01111000,127.81897,35.24229,137.13,11H20703,L1081600
903,도천,01111000,128.51486,35.40387,14.86,11H20604,L1081300
904,사상,01111000,128.97505,35.16944,0.73,11H20201,L1082600
905,양산상북,01111000,129.04288,35.4414,83.57,11H20102,L1080500
906,화개,01111000,127.64269,35.23236,89.59,11H20704,L1081500
907,삼천포,01111000,128.06313,34.93211,29.46,11H20402,L1082100
908,진해,01111000,128.7537,35.11221,11.74,11H20301,L1080600
909,서이말,01111000,128.73825,34.78774,109.74,11H20403,L1082200
910,영도,01111000,129.07421,35.06609,138.96,11H20201,L1082600
911,매물도,01111000,128.57715,34.64893,69.02,11H20401,L1082000
912,백천,01111000,127.77836,35.52627,140.33,11H20501,L1081700
913,상주면,01111000,127.98155,34.7238,19.65,11H20405,L1082400
914,서하,01111000,127.71556,35.63763,353.86,11H20501,L1081700
915,삼가,01111000,128.10178,35.41353,85.28,11H20503,L1081900
916,단성,01111000,127.96696,35.31111,55.0,11H20703,L1081600
917,사천,01111000,128.06768,35.03694,25.79,11H20402,L1082100
918,고성,01111000,128.33089,34.99052,7.03,11H20404,L1082300
919,창녕,01111000,128.47669,35.55142,30.0,11H20604,L1081300
920,함안,01111000,128.39942,35.29613,8.39,11H20603,L1081200
921,가덕도,01111000,128.83141,34.99308,75.63,11H20201,L1082600
922,단장,01111000,128.92911,35.48645,138.03,11H20601,L1081000
923,기장,01111000,129.25113,35.27505,65.99,11H20201,L1082600
924,간절곶,01111000,129.36028,35.35866,22.23,11H20101,L1082900
925,생림,01111000,128.82299,35.37435,8.68,11H20304,L1080900
926,진북,01111000,128.47483,35.12624,13.33,11H20301,L1080600
927,송백,01111000,128.88365,35.58197,126.74,11H20601,L1081000
929,개천,01111000,128.30701,35.11369,129.52,11H20404,L1082300
930,사량도,01111000,128.23814,34.80992,6.64,11H20401,L1082000
931,욕지도,01111000,128.27351,34.6223,76.04,11H20401,L1082000
932,하동,01111000,127.76664,35.06058,4.47,11H20704,L1081500
933,금남,01111000,127.83238,34.99676,32.22,11H20704,L1081500
934,수곡,01111000,127.92848,35.2214,82.8,11H20701,L1081400
935,청덕,01111000,128.34114,35.56979,23.63,11H20503,L1081900
936,신포,01111000,128.2023,35.33263,61.21,11H20602,L1081100
937,해운대,01110000,129.16235,35.17611,63.72,11H20201,L1082600
938,부산진,01111000,129.01929,35.15888,114.38,11H20201,L1082600
939,금정구,01111000,129.10348,35.2932,49.26,11H20201,L1082600
940,동래,01111000,129.09013,35.20914,70.07,11H20201,L1082600
941,북구,01111000,129.00258,35.21304,6.94,11H20201,L1082600
942,부산남구,01111000,129.08841,35.11863,124.26,11H20201,L1082600
943,매곡,01110000,129.37502,35.66706,460.23,11H20101,L1082900
944,길곡,01111000,128.57005,35.38516,10.05,11H20604,L1081300
945,대병,01111000,127.9901,35.53452,231.31,11H20503,L1081900
946,북상,01111000,127.81826,35.78,324.25,11H20502,L1081800
947,명사,01111000,128.5908,34.72193,30.51,11H20403,L1082200
948,삼장,01111000,127.83448,35.31074,140.43,11H20703,L1081600
949,정자,01111000,129.4412,35.6375,8.0,11H20101,L1082900
950,사하,01110000,128.98393,35.09004,127.0,11H20201,L1082600
951,내장산,01111000,126.90733,35.50869,105.9,11F10203,L1061200
953,장목,01111000,128.67977,34.99839,30.87,11H20403,L1082200
954,온산,01111000,129.36011,35.43103,53.92,11H20101,L1082900
955,서수도,70011000,126.39333333,37.325,18.0,11B20201,L1010800
956,가대암,70011000,125.9767,36.77,16.0,11C20102,L1031100
957,십이동파,70011000,126.225,35.98666667,95.0,21F10501,L1060300
958,갈매여,70011000,126.245,35.61333333,15.0,21F10602,L1060200
959,해수서,70011000,126.02666667,34.26333333,12.0,21F20201,L1052300
960,지귀도,70011000,126.6542,33.22333,18.0,11G00400,L1090900
961,간여암,70011000,127.85778,34.285,27.0,11F20401,L1051000
963,이덕서,70011000,129.475,35.5667,16.0,11H20101,L1082900
964,마량,01111000,126.81574,34.45902,49.92,11F20303,L1051400
965,한라산남벽,01110000,126.53303,33.35237,1576.0,11G00300,L1090500
966,풍도,00111000,126.3856,37.1161,38.0,11B20203,L1010400
967,도리도,00111000,126.6128,37.1189,70.0,11B20200,11B20200
970,철원장흥,Y1111000,127.25024,38.2016,179.45,11D10101,------
972,안동옥동,Y1111111,128.6834,36.54983,88.62,11H10501,L1071500
973,화순능주,Y1111111,126.94961,35.0233,39.64,11F20505,L1050700
974,대곡,Y1210221,128.15605,35.24435,16.78,11H20701,L1081400
977,오창가곡,Y1210111,127.46688,36.72455,40.35,11C10301,L1040100
978,춘천신북,Y1210111,127.77626,37.95461,140.37,11D10301,------
980,강정,Y1111211,126.48917,33.25992,135.0,11G00400,L1090900
984,오륙도,70011000,129.12666,35.09129,35.9,11H20201,L1082600
989,안덕화순,01111000,126.32992,33.25792,91.2,11G00400,L1090900
990,낙천,01111000,126.2305,33.31822,77.67,11G00500,L1090600
991,옥포,01111000,128.44562,35.80279,27.5,11H10701,L1070100
992,하빈,01111000,128.4464,35.9062,35.5,11H10701,L1070100
993,제주금악,01111000,126.30985,33.34225,279.0,11G00900,11G00900
994,심포,01111000,126.64211,35.85446,3.0,21F10502,L1060400
995,오천,01111000,129.38223,35.9286,80.32,11H10201,L1072400
996,화동,01111000,127.89492,36.37207,360.46,11H10302,L1071200
